phage,host,class,dataset,morphology,concentration
KX458237,CP027541,1,train,Podoviridae,0.001
KX576641,LC361338,1,train,Myoviridae,0.001
KT281793,CP027541,1,train,Myoviridae,0.001
KX897981,CP020451,0,train,Podoviridae,0.001
NC_022980,NZ_FODB01000001,0,train,Siphoviridae,0.001
JF704103,CP022580,0,train,Myoviridae,0.001
MK450425,CP033337,0,train,Myoviridae,0.001
NC_018840,CP012196,0,train,Myoviridae,0.001
MH834621,NZ_MDHL01000001,0,train,Podoviridae,0.001
NC_027624,CP012196,0,train,Myoviridae,0.001
NC_019523,CP019576,1,train,Siphoviridae,0.001
NC_018861,CP012831,0,train,Myoviridae,0.001
MH651173,CP027541,1,train,Myoviridae,0.001
NC_022070,CP027541,1,train,Siphoviridae,0.001
NC_028854,CP020557,1,train,Myoviridae,0.001
NC_009526,NZ_DF968533,0,train,Podoviridae,0.001
NC_031253,CP027541,1,train,Podoviridae,0.001
KU160672,LC361338,1,train,Podoviridae,0.001
NC_004735,CP012196,0,train,Siphoviridae,0.001
MF140414,NZ_CCKZ01000001,0,train,Myoviridae,0.001
NC_022065,CP027541,1,train,Podoviridae,0.001
KX458236,CP027541,1,train,Siphoviridae,0.001
MH371116,NZ_KV917375,0,train,Myoviridae,0.001
NC_022331,CP023044,0,train,Myoviridae,0.001
NC_023705,CP027541,1,train,Siphoviridae,0.001
MH779516,CP027541,1,train,Podoviridae,0.001
KJ829260,CP030279,0,train,Podoviridae,0.001
NC_028848,CP009257,1,train,Podoviridae,0.001
MH727544,CP027541,1,train,Siphoviridae,0.001
NC_011534,NZ_BCTM01000001,1,train,Siphoviridae,0.001
KY385383,CP014201,0,train,Podoviridae,0.001
NC_023563,NZ_KN046823,0,train,Siphoviridae,0.001
KX557277,NZ_CP029604,1,train,Podoviridae,0.001
NC_023551,CP013614,1,train,Podoviridae,0.001
GU247133,CP027541,1,train,Myoviridae,0.001
NC_010576,SIMC01000001,0,train,Siphoviridae,0.001
NC_023692,CP027541,1,train,Podoviridae,0.001
NC_023564,CP033337,0,train,Podoviridae,0.001
MK279903,NZ_FNOF01000001,0,train,Siphoviridae,0.001
NC_002649,CP022674,0,train,Myoviridae,0.001
NC_030924,NZ_JYBP01000003,0,train,Myoviridae,0.001
KR053198,NZ_UHFW01000006,0,train,Podoviridae,0.001
MH536817,CP027541,1,train,Siphoviridae,0.001
MK359312,CP027541,1,train,Myoviridae,0.001
NC_005891,CP012196,0,train,Siphoviridae,0.001
NC_028990,CP025095,0,train,Siphoviridae,0.001
MK016491,CP027541,1,train,Podoviridae,0.001
KY348865,CP027541,1,train,Myoviridae,0.001
MH399773,CP027541,1,train,Podoviridae,0.001
KX636165,CP017065,0,train,Myoviridae,0.001
NC_001270,NZ_PETF01000001,1,train,Myoviridae,0.001
NC_022771,CP012196,0,train,Myoviridae,0.001
MH669016,NZ_BAFC01000022,0,train,Myoviridae,0.001
NC_002671,CP022298,0,train,Myoviridae,0.001
KU160660,PDLE01000004,0,train,Siphoviridae,0.001
NC_024203,NZ_CM007353,1,train,Podoviridae,0.001
NC_023607,CP027541,1,train,Siphoviridae,0.001
MH479924,NZ_CP029604,1,train,Myoviridae,0.001
MF668277,CP019668,0,train,Podoviridae,0.001
NC_031249,NZ_CP029604,1,train,Myoviridae,0.001
KU963251,NZ_CP029604,1,train,Podoviridae,0.001
MK524502,CP019892,1,train,Siphoviridae,0.001
KU160638,LC361338,1,train,Podoviridae,0.001
NC_021307,CP027541,1,train,Podoviridae,0.001
MK279907,LC361338,1,train,Podoviridae,0.001
MF373842,QUAI01000001,1,train,Podoviridae,0.001
KU160663,LC361338,1,train,Podoviridae,0.001
MH020244,CP006870,0,train,Podoviridae,0.001
JF704098,CP027541,1,train,Podoviridae,0.001
KU935729,CP031023,0,train,Myoviridae,0.001
NC_031013,CP029449,0,train,Podoviridae,0.001
NC_013694,CP027541,1,train,Podoviridae,0.001
NC_018851,AL645882,0,train,Siphoviridae,0.001
NC_028786,NZ_UWXU01000001,1,train,Podoviridae,0.001
NC_009526,NZ_CP023560,1,train,Podoviridae,0.001
KM400683,NZ_QTTZ01000001,0,train,Podoviridae,0.001
KT373978,CP019576,0,train,Siphoviridae,0.001
KR824843,NVUC01000001,0,train,Myoviridae,0.001
MH316563,CP027541,1,train,Podoviridae,0.001
KU998237,CP034692,0,train,Siphoviridae,0.001
NC_023719,CP032410,0,train,Siphoviridae,0.001
NC_029107,NZ_CDQJ01000001,1,train,Myoviridae,0.001
NC_027985,LC361338,0,train,Podoviridae,0.001
NC_024214,NZ_CM007353,1,train,Podoviridae,0.001
MG872840,CP027541,1,train,Siphoviridae,0.001
NC_011284,NZ_MIGA01000001,0,train,Podoviridae,0.001
KJ567044,CP027541,1,train,Siphoviridae,0.001
NC_011201,CP025430,0,train,Podoviridae,0.001
KU160642,LC361338,1,train,Siphoviridae,0.001
MH651181,CP019892,1,train,Podoviridae,0.001
MH045561,CP019892,1,train,Myoviridae,0.001
MF347636,AP009493,1,train,Podoviridae,0.001
KF024734,NC_000001,0,train,Podoviridae,0.001
MF324902,NZ_FLYG01000003,0,train,Myoviridae,0.001
MH045554,CP019892,1,train,Podoviridae,0.001
MF919490,NZ_FLYG01000003,0,train,Myoviridae,0.001
NC_038371,RKJP01000005,0,train,Podoviridae,0.001
MH834617,NZ_MSEI01000003,0,train,Siphoviridae,0.001
NC_022761,CP012196,0,train,Siphoviridae,0.001
MH669017,CP020358,0,train,Myoviridae,0.001
NC_028674,CP027541,1,train,Myoviridae,0.001
MH727545,CP027541,1,train,Myoviridae,0.001
NC_028695,NZ_HF571038,0,train,Podoviridae,0.001
NC_031096,CP012196,0,train,Podoviridae,0.001
KP017310,NZ_GG657757,0,train,Podoviridae,0.001
NC_022969,CP027541,1,train,Siphoviridae,0.001
MH051261,CP027541,1,train,Podoviridae,0.001
KX550442,CP027541,1,train,Siphoviridae,0.001
MH697575,CP027541,1,train,Myoviridae,0.001
NC_031035,QLNP01000098,0,train,Siphoviridae,0.001
NC_030695,CP023567,0,train,Siphoviridae,0.001
MK279879,CP027541,1,train,Myoviridae,0.001
NC_023602,CP027541,1,train,Myoviridae,0.001
NC_023687,CP027541,1,train,Siphoviridae,0.001
NC_026016,NZ_CP023560,1,train,Podoviridae,0.001
NC_018273,AP017936,1,train,Podoviridae,0.001
NC_031095,CP020358,1,train,Siphoviridae,0.001
MG962362,CP027541,1,train,Podoviridae,0.001
NC_011048,CP014475,0,train,Siphoviridae,0.001
MH450117,LC361338,1,train,Podoviridae,0.001
NC_024388,NZ_UZVX01000004,0,train,Podoviridae,0.001
MK284520,NZ_UFTQ01000001,0,train,Siphoviridae,0.001
NC_019925,CP024710,1,train,Podoviridae,0.001
MK279867,CP029449,0,train,Siphoviridae,0.001
NC_028890,CP012196,0,train,Podoviridae,0.001
NC_028751,NBTS02000002,0,train,Podoviridae,0.001
MH727554,CP027541,1,train,Myoviridae,0.001
MG757158,CP018363,0,train,Podoviridae,0.001
NC_003460,CP030279,1,train,Myoviridae,0.001
NC_028834,NZ_PETF01000001,0,train,Myoviridae,0.001
MH153811,CP032788,0,train,Siphoviridae,0.001
MK016493,NZ_LT629739,1,train,Siphoviridae,0.001
NC_028841,CP020557,1,train,Myoviridae,0.001
NC_028832,CP027541,1,train,Siphoviridae,0.001
MK279879,LR134359,0,train,Myoviridae,0.001
NC_031087,NZ_UGJA01000003,0,train,Siphoviridae,0.001
MF919494,NZ_AOLR01000018,0,train,Myoviridae,0.001
MF140424,LC361338,1,train,Myoviridae,0.001
KX664448,CP027541,1,train,Podoviridae,0.001
KR053199,NZ_FNRZ01000004,1,train,Siphoviridae,0.001
MK359364,CP027541,1,train,Siphoviridae,0.001
NC_028945,NZ_CM007353,0,train,Myoviridae,0.001
MK279869,LC361338,1,train,Podoviridae,0.001
NC_028673,NZ_FNRZ01000004,1,train,Siphoviridae,0.001
MH479924,NZ_FOYN01000001,0,train,Myoviridae,0.001
NC_015720,MTKC01000003,0,train,Siphoviridae,0.001
NC_026594,CP012196,0,train,Myoviridae,0.001
NC_028966,NZ_FNSA01000003,1,train,Siphoviridae,0.001
MF766047,NZ_OCQN01000001,1,train,Podoviridae,0.001
KT364588,CP014201,0,train,Siphoviridae,0.001
NC_028783,CP005486,1,train,Myoviridae,0.001
NC_028749,CP032410,1,train,Myoviridae,0.001
MH834616,QLNP01000098,1,train,Podoviridae,0.001
MG518519,NZ_CM001889,1,train,Podoviridae,0.001
KU160649,LC361338,1,train,Myoviridae,0.001
MH051254,CP027541,1,train,Podoviridae,0.001
MH651173,CP025430,0,train,Myoviridae,0.001
NC_013155,NZ_CM007353,1,train,Siphoviridae,0.001
NC_028850,CP012196,0,train,Myoviridae,0.001
NC_025829,NZ_LT897825,0,train,Podoviridae,0.001
KM408320,MH286069,0,train,Myoviridae,0.001
MK279860,CM000737,0,train,Myoviridae,0.001
KP057620,CP027541,1,train,Podoviridae,0.001
NC_027621,CP012196,0,train,Myoviridae,0.001
NC_027627,CP012196,0,train,Siphoviridae,0.001
NC_026596,NZ_CM001153,0,train,Myoviridae,0.001
NC_028661,MTZF01000001,1,train,Myoviridae,0.001
MH153810,NZ_CP029604,1,train,Podoviridae,0.001
KX576639,NZ_LT897825,0,train,Podoviridae,0.001
NC_028655,CP012196,0,train,Podoviridae,0.001
MF919538,LR134235,0,train,Podoviridae,0.001
NC_014459,CP027541,1,train,Myoviridae,0.001
NC_016162,CP012196,0,train,Siphoviridae,0.001
NC_031914,CP012196,0,train,Podoviridae,0.001
MF140411,CP027541,1,train,Podoviridae,0.001
MK279913,CP027541,1,train,Myoviridae,0.001
NC_023707,NVTK01000009,0,train,Podoviridae,0.001
KT222942,CP023315,0,train,Siphoviridae,0.001
NC_022967,CP012196,0,train,Siphoviridae,0.001
NC_031074,NZ_CP029604,1,train,Podoviridae,0.001
NC_021340,CP012196,0,train,Podoviridae,0.001
NC_026598,CP027541,1,train,Myoviridae,0.001
NC_006940,NZ_MIGA01000001,0,train,Siphoviridae,0.001
NC_018849,CP012196,0,train,Siphoviridae,0.001
NC_031116,CP012196,0,train,Podoviridae,0.001
NC_019521,NZ_LR215978,0,train,Myoviridae,0.001
MH651168,CP022426,0,train,Siphoviridae,0.001
KR080197,NZ_JNIU01000001,0,train,Siphoviridae,0.001
NC_022988,NZ_GL622183,0,train,Myoviridae,0.001
KU984914,CP027541,1,train,Myoviridae,0.001
MH509445,CP027541,1,train,Siphoviridae,0.001
MF140428,NC_000001,0,train,Myoviridae,0.001
NC_031940,CP030026,1,train,Siphoviridae,0.001
KT880194,CP031023,0,train,Myoviridae,0.001
MH590591,CP027541,1,train,Siphoviridae,0.001
MF185725,LC361338,1,train,Podoviridae,0.001
MF919506,CP027541,1,train,Podoviridae,0.001
NC_031243,NBTS02000002,0,train,Myoviridae,0.001
NC_020843,NZ_LK391965,1,train,Myoviridae,0.001
MK279910,CP034692,0,train,Myoviridae,0.001
NC_023733,NZ_CM002276,0,train,Podoviridae,0.001
NC_010807,CP030026,1,train,Siphoviridae,0.001
NC_028777,CP022674,1,train,Podoviridae,0.001
NC_031085,NZ_KV917375,0,train,Siphoviridae,0.001
NC_016562,LR134359,1,train,Podoviridae,0.001
NC_010393,CP034433,0,train,Siphoviridae,0.001
MH779499,NZ_CP029604,1,train,Myoviridae,0.001
NC_024147,CP022674,0,train,Podoviridae,0.001
JN083852,CP027541,1,train,Myoviridae,0.001
NC_001902,CP012196,0,train,Podoviridae,0.001
NC_028859,NZ_LR215978,0,train,Siphoviridae,0.001
MK112537,CP027541,1,train,Podoviridae,0.001
NC_019490,SDYW01000001,0,train,Podoviridae,0.001
NC_031115,NZ_QEOC01000001,0,train,Podoviridae,0.001
MK016494,CP027541,1,train,Myoviridae,0.001
KC661272,CP027541,1,train,Podoviridae,0.001
KX683292,CP027541,1,train,Podoviridae,0.001
MK279910,CP027541,1,train,Myoviridae,0.001
KT818595,CP027541,1,train,Myoviridae,0.001
NC_009014,NVUT01000001,0,train,Podoviridae,0.001
NC_019507,CP012196,1,train,Myoviridae,0.001
NC_019928,CP021427,0,train,Podoviridae,0.001
KU647628,LR134235,0,train,Podoviridae,0.001
MH825703,LC361338,1,train,Podoviridae,0.001
KT124228,CP012196,0,train,Siphoviridae,0.001
MH834612,NZ_BAFC01000022,0,train,Podoviridae,0.001
MH153801,NZ_QTTZ01000001,1,train,Myoviridae,0.001
MH590590,POWA01000006,0,train,Podoviridae,0.001
NC_012092,AP014565,0,train,Siphoviridae,0.001
MF185722,CP017605,0,train,Myoviridae,0.001
NC_022972,LC361338,1,train,Podoviridae,0.001
NC_023609,CP025430,0,train,Siphoviridae,0.001
KU647626,NZ_QEKR01000001,0,train,Siphoviridae,0.001
MH399778,PEKX01000007,0,train,Podoviridae,0.001
NC_026609,CP031023,1,train,Myoviridae,0.001
NC_028665,NZ_CP029604,1,train,Siphoviridae,0.001
NC_022068,CP027541,1,train,Podoviridae,0.001
NC_007066,CP014636,0,train,Podoviridae,0.001
NC_018275,CP030026,1,train,Myoviridae,0.001
MK308638,CP019892,1,train,Siphoviridae,0.001
NC_009334,NREQ02000002,0,train,Siphoviridae,0.001
NC_030939,NZ_FNRZ01000004,1,train,Podoviridae,0.001
MK376955,NC_014640,0,train,Podoviridae,0.001
KX620749,CP030279,1,train,Myoviridae,0.001
KX641262,NZ_ADEZ01000001,0,train,Myoviridae,0.001
MG872836,CP027541,1,train,Siphoviridae,0.001
MK524486,POWA01000006,0,train,Siphoviridae,0.001
MH020245,CP027541,1,train,Podoviridae,0.001
MF141539,CP027541,1,train,Siphoviridae,0.001
KX657794,CP027541,1,train,Myoviridae,0.001
NC_019398,CP012196,0,train,Myoviridae,0.001
MH744424,NZ_LT897825,0,train,Podoviridae,0.001
MH450126,CP027541,1,train,Myoviridae,0.001
NC_025420,CP031023,1,train,Myoviridae,0.001
NC_031092,CP024679,1,train,Myoviridae,0.001
KT355471,LC361338,1,train,Myoviridae,0.001
NC_008202,CP013922,0,train,Podoviridae,0.001
NC_028960,CP027541,1,train,Podoviridae,0.001
NC_031231,LC361338,1,train,Siphoviridae,0.001
NC_026589,CP027541,1,train,Myoviridae,0.001
KM401838,CP027541,1,train,Siphoviridae,0.001
MH576963,CP019892,1,train,Podoviridae,0.001
NC_013648,CP013922,0,train,Podoviridae,0.001
NC_023715,RKJP01000005,1,train,Podoviridae,0.001
NC_019455,CP018032,1,train,Podoviridae,0.001
KP790011,CP018657,0,train,Podoviridae,0.001
NC_005357,CP018657,0,train,Podoviridae,0.001
MH051252,CP033337,0,train,Myoviridae,0.001
NC_024135,CP022580,0,train,Podoviridae,0.001
NC_019549,CP012196,0,train,Myoviridae,0.001
MK524485,CP027541,1,train,Siphoviridae,0.001
NC_020488,CP014636,1,train,Podoviridae,0.001
MK279859,CP027541,1,train,Myoviridae,0.001
NC_022774,NZ_CM001153,0,train,Myoviridae,0.001
NC_031258,CP030026,1,train,Siphoviridae,0.001
KU255188,NVTK01000009,0,train,Podoviridae,0.001
MK450421,AP006716,0,train,Siphoviridae,0.001
NC_027297,AP014565,1,train,Podoviridae,0.001
NC_008205,CP023044,0,train,Myoviridae,0.001
NC_009334,NZ_CP018725,0,train,Siphoviridae,0.001
MH727545,SDYW01000001,0,train,Myoviridae,0.001
KY365739,AP009493,1,train,Myoviridae,0.001
KU647629,LC361338,1,train,Myoviridae,0.001
NC_013598,LS483339,1,train,Myoviridae,0.001
MH450126,NZ_JYNI01000003,0,train,Myoviridae,0.001
MF324900,QUAI01000001,1,train,Siphoviridae,0.001
NC_018832,CP012196,0,train,Podoviridae,0.001
NC_011039,CP027541,1,train,Podoviridae,0.001
NC_019919,CP012196,0,train,Siphoviridae,0.001
NC_037667,CP012196,0,train,Podoviridae,0.001
MF324913,CP027541,1,train,Myoviridae,0.001
NC_028861,QBMC01000001,0,train,Podoviridae,0.001
MK279907,CP032523,0,train,Podoviridae,0.001
MH590605,CP027541,1,train,Myoviridae,0.001
NC_020870,CP024902,0,train,Podoviridae,0.001
NC_001628,CP012196,0,train,Siphoviridae,0.001
MG839020,CP019892,1,train,Podoviridae,0.001
NC_028900,NZ_LT961733,0,train,Myoviridae,0.001
NC_004586,NZ_BAFC01000022,0,train,Siphoviridae,0.001
NC_029118,AP017373,1,train,Podoviridae,0.001
MF919542,NZ_ADEZ01000001,0,train,Myoviridae,0.001
NC_024361,NZ_UHFW01000006,1,train,Siphoviridae,0.001
KU160673,LC361338,1,train,Podoviridae,0.001
MF140419,LC361338,1,train,Myoviridae,0.001
MH576956,NZ_ALPT02000001,0,train,Siphoviridae,0.001
KP876466,CP001312,0,train,Siphoviridae,0.001
MH536818,NZ_CP029604,1,train,Podoviridae,0.001
MF324912,CP027541,1,train,Podoviridae,0.001
NC_020998,CP012196,0,train,Podoviridae,0.001
NC_016651,NZ_DF968533,0,train,Myoviridae,0.001
MG872835,NZ_KN150799,0,train,Myoviridae,0.001
MH910037,CP029897,0,train,Podoviridae,0.001
NC_017732,NZ_UGJA01000003,1,train,Siphoviridae,0.001
NC_018851,CP012196,0,train,Siphoviridae,0.001
NC_028888,QBMC01000001,0,train,Siphoviridae,0.001
NC_027394,CP022674,1,train,Podoviridae,0.001
NC_019932,CP032788,0,train,Podoviridae,0.001
MF377440,CP027541,1,train,Podoviridae,0.001
MH779517,CP027541,1,train,Siphoviridae,0.001
NC_024388,NZ_AOJL01000060,0,train,Podoviridae,0.001
MF140413,CP020567,0,train,Myoviridae,0.001
MK279860,LC361338,1,train,Myoviridae,0.001
MH834617,PEKX01000007,0,train,Siphoviridae,0.001
KR080204,CP027541,1,train,Podoviridae,0.001
MH371117,CP027541,1,train,Podoviridae,0.001
NC_031001,NZ_CP029604,1,train,Siphoviridae,0.001
NC_018084,CP019576,1,train,Podoviridae,0.001
KX507344,CP012196,0,train,Myoviridae,0.001
MH576967,CP027541,1,train,Siphoviridae,0.001
NC_005342,CP012196,0,train,Podoviridae,0.001
MG925341,CP027541,1,train,Siphoviridae,0.001
MK524520,CP027541,1,train,Podoviridae,0.001
MK279899,QLNP01000098,1,train,Podoviridae,0.001
NC_031084,CP012196,0,train,Podoviridae,0.001
MK061411,CP027541,1,train,Myoviridae,0.001
KY012363,CP027541,1,train,Myoviridae,0.001
MK279883,CP027541,1,train,Podoviridae,0.001
MK310140,CP025034,0,train,Siphoviridae,0.001
NC_019933,NZ_LT961733,1,train,Podoviridae,0.001
MH155867,NZ_CP029604,1,train,Podoviridae,0.001
MF472896,CP027541,1,train,Myoviridae,0.001
NC_031243,CP027541,1,train,Myoviridae,0.001
KF024722,CP027541,1,train,Podoviridae,0.001
MG872838,CP027541,1,train,Myoviridae,0.001
NC_020483,CP006870,0,train,Podoviridae,0.001
MH316565,MF925712,0,train,Siphoviridae,0.001
MG962367,CP019892,1,train,Siphoviridae,0.001
MK433268,AP009493,1,train,Podoviridae,0.001
NC_019540,NZ_LT897825,1,train,Podoviridae,0.001
MG515223,RKJP01000005,0,train,Myoviridae,0.001
NC_022965,CP027541,1,train,Podoviridae,0.001
KU963255,NZ_FOTC01000001,0,train,Podoviridae,0.001
NC_031263,CP027541,1,train,Myoviridae,0.001
MG593802,NZ_LT961733,0,train,Siphoviridae,0.001
NC_028874,CP027541,1,train,Siphoviridae,0.001
MG099951,AP014565,0,train,Siphoviridae,0.001
MG593802,NZ_DF968533,1,train,Siphoviridae,0.001
NC_028922,CP027541,1,train,Myoviridae,0.001
MH045568,CP019892,1,train,Siphoviridae,0.001
KX611788,CP014013,0,train,Myoviridae,0.001
NC_030696,NZ_CP029604,1,train,Siphoviridae,0.001
NC_023726,NZ_LT571449,0,train,Myoviridae,0.001
MH727553,NVTK01000009,0,train,Myoviridae,0.001
MK524510,NZ_MDHL01000001,0,train,Myoviridae,0.001
MK112556,CP027541,1,train,Siphoviridae,0.001
KX641260,CP027541,1,train,Siphoviridae,0.001
MH371124,NZ_FNLM01000034,0,train,Myoviridae,0.001
NC_022338,CP012196,0,train,Podoviridae,0.001
NC_000867,CP012196,0,train,Myoviridae,0.001
JN116825,NZ_CM001889,0,train,Podoviridae,0.001
MF668280,CP027541,1,train,Myoviridae,0.001
MG198783,NZ_CP029604,1,train,Myoviridae,0.001
NC_024215,NZ_CM007353,1,train,Siphoviridae,0.001
NC_004066,NZ_LT629758,0,train,Podoviridae,0.001
NC_030947,CP012196,0,train,Podoviridae,0.001
KU055616,CP029449,0,train,Siphoviridae,0.001
MK279870,CP027541,1,train,Siphoviridae,0.001
NC_011291,CP027541,1,train,Siphoviridae,0.001
NC_024368,CP027541,1,train,Siphoviridae,0.001
MK279858,CP027541,1,train,Podoviridae,0.001
NC_029066,PEKX01000007,1,train,Podoviridae,0.001
NC_004777,RKJP01000005,1,train,Myoviridae,0.001
NC_025822,CP012196,0,train,Myoviridae,0.001
NC_016651,NZ_UGVK01000001,1,train,Myoviridae,0.001
NC_003438,NZ_AGBZ02000001,1,train,Siphoviridae,0.001
NC_005258,CP012196,0,train,Siphoviridae,0.001
MG962360,CP014324,0,train,Siphoviridae,0.001
NC_031097,MH400164,0,train,Myoviridae,0.001
MF766045,NZ_OCQN01000001,1,train,Myoviridae,0.001
NC_028784,CP027541,1,train,Myoviridae,0.001
NC_002703,NZ_CM007353,1,train,Myoviridae,0.001
NC_020855,AP006716,0,train,Myoviridae,0.001
KT355473,LC361338,1,train,Myoviridae,0.001
GQ303266,CP027541,1,train,Myoviridae,0.001
MK112542,CP027541,1,train,Myoviridae,0.001
NC_026597,RXKE01000007,0,train,Siphoviridae,0.001
MF472893,CP027541,1,train,Myoviridae,0.001
MG812496,NZ_CP029604,1,train,Siphoviridae,0.001
MK359320,CP027541,1,train,Siphoviridae,0.001
JN859129,CP027541,1,train,Siphoviridae,0.001
MH744425,CP027541,1,train,Myoviridae,0.001
NC_023597,NZ_GG657757,0,train,Podoviridae,0.001
MK524507,CP027541,1,train,Myoviridae,0.001
NC_021557,CP012196,0,train,Podoviridae,0.001
JN243856,CP027541,1,train,Siphoviridae,0.001
MG839014,CP019668,0,train,Myoviridae,0.001
MK392365,LR134359,0,train,Siphoviridae,0.001
NC_028979,CP027541,1,train,Myoviridae,0.001
NC_028844,NZ_LK391965,0,train,Siphoviridae,0.001
JQ911768,CP027541,1,train,Podoviridae,0.001
NC_031918,QOUU01000001,0,train,Siphoviridae,0.001
KX550441,CP027541,1,train,Podoviridae,0.001
NC_028888,CP005486,1,train,Siphoviridae,0.001
NC_028767,CP020557,1,train,Podoviridae,0.001
NC_019521,CP035765,1,train,Myoviridae,0.001
KX523125,CP027541,1,train,Podoviridae,0.001
KX648373,NZ_UHFW01000006,0,train,Myoviridae,0.001
NC_004927,NZ_AOLH01000002,1,train,Podoviridae,0.001
NC_028762,CP021694,1,train,Myoviridae,0.001
KT246485,CP026100,0,train,Podoviridae,0.001
NC_023576,CP012196,0,train,Podoviridae,0.001
MH045566,NZ_KV917375,0,train,Myoviridae,0.001
NC_028917,CP035765,0,train,Myoviridae,0.001
NC_019726,NZ_CP023560,1,train,Podoviridae,0.001
NC_028955,CP012196,0,train,Myoviridae,0.001
NC_028247,CP024679,1,train,Podoviridae,0.001
NC_024359,CP027029,1,train,Myoviridae,0.001
NC_019447,LR134359,0,train,Siphoviridae,0.001
NC_022979,CP033337,0,train,Siphoviridae,0.001
MK359317,NZ_FOYN01000001,0,train,Siphoviridae,0.001
MG962369,NZ_CP029604,1,train,Siphoviridae,0.001
NC_019511,RKJP01000005,0,train,Siphoviridae,0.001
JX307703,CP027541,1,train,Siphoviridae,0.001
KX574454,CP027541,1,train,Podoviridae,0.001
KF841476,CP027541,1,train,Siphoviridae,0.001
KX620748,NZ_AEUT02000001,0,train,Myoviridae,0.001
NC_012418,CP012196,0,train,Siphoviridae,0.001
NC_022981,CP027541,1,train,Siphoviridae,0.001
NC_030936,SDYW01000001,0,train,Siphoviridae,0.001
NC_014663,CP022298,1,train,Myoviridae,0.001
NC_028934,CP013922,0,train,Podoviridae,0.001
NC_023583,CP012196,0,train,Siphoviridae,0.001
MH834622,CP029897,0,train,Siphoviridae,0.001
NC_027358,AP017936,1,train,Siphoviridae,0.001
KY319168,CP027541,1,train,Podoviridae,0.001
KU963252,MH400164,0,train,Podoviridae,0.001
NC_015157,CP012196,0,train,Myoviridae,0.001
NC_024357,NZ_LR215978,0,train,Podoviridae,0.001
NC_025433,CP027541,1,train,Myoviridae,0.001
JQ300538,CP027541,1,train,Siphoviridae,0.001
MK359316,CP026100,0,train,Siphoviridae,0.001
MF668266,LC361338,1,train,Podoviridae,0.001
MK450435,NZ_CP029604,1,train,Podoviridae,0.001
JF937101,NZ_KN046795,0,train,Myoviridae,0.001
NC_007217,CP012196,0,train,Myoviridae,0.001
NC_013420,MH400164,1,train,Podoviridae,0.001
NC_028861,CP027541,1,train,Podoviridae,0.001
NC_021337,CP009257,1,train,Myoviridae,0.001
MH825711,NZ_QTTZ01000001,0,train,Podoviridae,0.001
NC_001629,CP032627,1,train,Podoviridae,0.001
KM236502,CP023567,0,train,Myoviridae,0.001
MH825709,CP027541,1,train,Podoviridae,0.001
NC_024138,CP027541,1,train,Podoviridae,0.001
MK433277,CP027541,1,train,Podoviridae,0.001
NC_005282,LT906480,0,train,Myoviridae,0.001
MH669009,CP027541,1,train,Myoviridae,0.001
NC_014459,NZ_KN150799,0,train,Myoviridae,0.001
MK279888,CP027541,1,train,Myoviridae,0.001
MF472894,NZ_GG657757,0,train,Podoviridae,0.001
NC_018275,CP029897,0,train,Myoviridae,0.001
